#node1,node2,node1_string_id,node2_string_id,homology,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score,,
,,,,,,,,,,RASL10A
,,,,,,,,,,RBFOX2
,,,,,,,,,,RBM47
,,,,,,,,,,RBM6
,,,,,,,,,,RBP4
,,,,,,,,,,RBP7
,,,,,,,,,,REEP1
,,,,,,,,,,REL
,,,,,,,,,,RELN
,,,,,,,,,,RERG
,,,,,,,,,,RGS1
,,,,,,,,,,RGS1
,,,,,,,,,,RGS5
,,,,,,,,,,RHOA
,,,,,,,,,,RHOB
,,,,,,,,,,RHOH
,,,,,,,,,,RHOH
,,,,,,,,,,RIOK3
,,,,,,,,,,RIT1
,,,,,,,,,,RIT1
,,,,,,,,,,RNF150
,,,,,,,,,,RNF150
,,,,,,,,,,ROPN1
,,,,,,,,,,ROPN1
,,,,,,,,,,ROPN1B
,,,,,,,,,,RPRD1A
,,,,,,,,,,RPS10-NUDT3///NUDT3
,,,,,,,,,,RRM1
,,,,,,,,,,RRM2
,,,,,,,,,,RSPO3
,,,,,,,,,,RSRP1
,,,,,,,,,,RUFY3
,,,,,,,,,,RUNX2
,,,,,,,,,,S100B
,,,,,,,,,,S100P
,,,,,,,,,,SAA2-SAA4///SAA2///SAA1
,,,,,,,,,,SAA2///SAA1
,,,,,,,,,,SAE1
,,,,,,,,,,SAMD5
,,,,,,,,,,SAR1B
,,,,,,,,,,SCARA5
,,,,,,,,,,SCARA5
,,,,,,,,,,SCARB2
,,,,,,,,,,SCD5
,,,,,,,,,,SCGB3A1
,,,,,,,,,,SCN3A
,,,,,,,,,,SCN4B
,,,,,,,,,,SCOC
,,,,,,,,,,SCUBE2
,,,,,,,,,,SDHC
,,,,,,,,,,SDPR
,,,,,,,,,,SEC23IP
,,,,,,,,,,SEC61A1
,,,,,,,,,,SECISBP2
,,,,,,,,,,SELT
,,,,,,,,,,SEMA3G
,,,,,,,,,,SEPT2
,,,,,,,,,,SEPT2
,,,,,,,,,,SERINC3
,,,,,,,,,,SERPINE1
,,,,,,,,,,SERPINE1
,,,,,,,,,,SETD5
,,,,,,,,,,SFRP1
,,,,,,,,,,SFRP1
,,,,,,,,,,SFRP1
,,,,,,,,,,SGPL1
,,,,,,,,,,SH3BGRL
,,,,,,,,,,SH3GL3
,,,,,,,,,,SIAH2
,,,,,,,,,,SIK1
,,,,,,,,,,SLC16A6
,,,,,,,,,,SLC16A7
,,,,,,,,,,SLC1A1
,,,,,,,,,,SLC20A1
,,,,,,,,,,SLC28A3
,,,,,,,,,,SLC2A10
,,,,,,,,,,SLC38A1
,,,,,,,,,,SLC39A6
,,,,,,,,,,SLC39A6
,,,,,,,,,,SLC39A6
,,,,,,,,,,SLC44A4
,,,,,,,,,,SLC4A4
,,,,,,,,,,SLC52A2
,,,,,,,,,,SLC6A14
,,,,,,,,,,SLPI
,,,,,,,,,,SMC3
,,,,,,,,,,SMC4
,,,,,,,,,,SMIM10L2B///SMIM10L2A
,,,,,,,,,,SMIM14
,,,,,,,,,,SNAP23
,,,,,,,,,,SNHG4///MATR3
,,,,,,,,,,SNORD14D///SNORD14C///HSPA8
,,,,,,,,,,SOD3
,,,,,,,,,,SORBS1
,,,,,,,,,,SORBS2
,,,,,,,,,,SOX10
,,,,,,,,,,SP110
,,,,,,,,,,SPAG1
,,,,,,,,,,SPP1
,,,,,,,,,,SPTBN1
,,,,,,,,,,SPTLC2
,,,,,,,,,,SPX
,,,,,,,,,,SQLE
,,,,,,,,,,SRGN
,,,,,,,,,,SRPK2
,,,,,,,,,,SRSF1
,,,,,,,,,,SRSF10
,,,,,,,,,,SRSF3
,,,,,,,,,,ST6GAL2
,,,,,,,,,,STIP1
,,,,,,,,,,STOX2
,,,,,,,,,,SULF1
,,,,,,,,,,SULF1
,,,,,,,,,,SULF1
,,,,,,,,,,SULF2
,,,,,,,,,,SUSD3
,,,,,,,,,,SYNM
,,,,,,,,,,SYPL1
,,,,,,,,,,TAB2
,,,,,,,,,,TAGLN2
,,,,,,,,,,TBC1D9
,,,,,,,,,,TBC1D9
,,,,,,,,,,TBL1XR1
,,,,,,,,,,TESC
,,,,,,,,,,TF
,,,,,,,,,,TF
,,,,,,,,,,TFAP2A
,,,,,,,,,,TGFB1
,,,,,,,,,,THBS1
,,,,,,,,,,THRSP
,,,,,,,,,,THY1
,,,,,,,,,,TIMP3
,,,,,,,,,,TIMP4
,,,,,,,,,,TM9SF3
,,,,,,,,,,TMC5
,,,,,,,,,,TMC5
,,,,,,,,,,TMED2
,,,,,,,,,,TMED2
,,,,,,,,,,TMEFF2
,,,,,,,,,,TMEM100
,,,,,,,,,,TMEM132C
,,,,,,,,,,TMEM165
,,,,,,,,,,TMEM230
,,,,,,,,,,TMEM245
,,,,,,,,,,TMEM30A
,,,,,,,,,,TMEM37
,,,,,,,,,,TMEM41B
,,,,,,,,,,TMEM9B
,,,,,,,,,,TMTC1
,,,,,,,,,,TMX1
,,,,,,,,,,TNFRSF12A
,,,,,,,,,,TNFRSF19
,,,,,,,,,,TNMD
,,,,,,,,,,TNS1
,,,,,,,,,,TNXB///TNXA
,,,,,,,,,,TNXB///TNXA
,,,,,,,,,,TNXB///TNXA
,,,,,,,,,,TNXB///TNXA
,,,,,,,,,,TOB1
,,,,,,,,,,TOP2A
,,,,,,,,,,TPD52
,,,,,,,,,,TPD52
,,,,,,,,,,TPM4
,,,,,,,,,,TPM4
,,,,,,,,,,TPP1
,,,,,,,,,,TPSAB1
,,,,,,,,,,TPSAB1
,,,,,,,,,,TPSAB1
,,,,,,,,,,TPSAB1
,,,,,,,,,,TPSB2
,,,,,,,,,,TPSB2///TPSAB1
,,,,,,,,,,TPSB2///TPSAB1
,,,,,,,,,,TRAM1
,,,,,,,,,,TRAPPC11
,,,,,,,,,,TRIM29
,,,,,,,,,,TRIM4
,,,,,,,,,,TRIM59
,,,,,,,,,,TRPS1
,,,,,,,,,,TRPS1
,,,,,,,,,,TSEN15
,,,,,,,,,,TSHZ2
,,,,,,,,,,TSHZ2
,,,,,,,,,,TSN
,,,,,,,,,,TTC39A
,,,,,,,,,,TTC3P1///TTC3
,,,,,,,,,,TUSC5
,,,,,,,,,,TWF1
,,,,,,,,,,UBE2B
,,,,,,,,,,UBE2H
,,,,,,,,,,UBE2H
,,,,,,,,,,UBE2M
,,,,,,,,,,UBE2N
,,,,,,,,,,UBXN4
,,,,,,,,,,UEVLD
,,,,,,,,,,UGCG
,,,,,,,,,,UHMK1
,,,,,,,,,,USP21
,,,,,,,,,,USP38
,,,,,,,,,,VAMP3
,,,,,,,,,,VAV3
,,,,,,,,,,VAV3
,,,,,,,,,,VCAN
,,,,,,,,,,VCAN
,,,,,,,,,,VCAN
,,,,,,,,,,VCAN
,,,,,,,,,,VCAN
,,,,,,,,,,VMP1
,,,,,,,,,,VPS8
,,,,,,,,,,WAC
,,,,,,,,,,WAPL
,,,,,,,,,,WIF1
,,,,,,,,,,WISP1
,,,,,,,,,,WISP1
,,,,,,,,,,WSB1
,,,,,,,,,,XDH
,,,,,,,,,,XIST
,,,,,,,,,,XRN2
,,,,,,,,,,YIPF5
,,,,,,,,,,YWHAE
,,,,,,,,,,YWHAH
,,,,,,,,,,YWHAZ
,,,,,,,,,,ZFP36L2
,,,,,,,,,,ZMYND11
,,,,,,,,,,ZNF12
,,,,,,,,,,ZNF146
,,,,,,,,,,ZNF207
,,,,,,,,,,ZNF281
,,,,,,,,,,ZNF595
,,,,,,,,,,ZNF627
,,,,,,,,,,ZNF652
,,,,,,,,,,ZNF814
,,,,,,,,,,ZWINT
