symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CIRSR	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	0.003971318257032452	-0.9178969089631495	No data	No data	No data	No data	-1	-1
FNDC8	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	0.47501378929950366	No data	0	No data	No data	No data	1	1
SLC35A4	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.4290100000000002	No data	-0.29674572531715393	No data	0	No data	No data	0	-1	-1
ASL	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.6982750000000003	No data	-0.05361279646993933	-0.904819173666907	0	No data	No data	0	1	-1
MYO5C	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.46325999999999967	No data	-0.13171538885824596	No data	0	No data	No data	0	-1	0
PGM1	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.8665500000000002	No data	0.37451737451737444	-0.8194790501332191	0	No data	No data	-0.13256249999999986	0.75	-1
AKAP6	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.04269000000000034	No data	-0.8306674020959736	-0.022023425318627998	0	No data	No data	0	0.5	0
NOP56	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.4696950000000001	No data	-0.4059569773855488	No data	-1	No data	No data	0	-1	-1
DHX29	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.5434600000000003	No data	-0.5973524544953117	-0.21572577500366757	0	No data	No data	0	-1	-1
AGGF1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	1	0	0	0	0	No data	-0.27413127413127414	-0.9235679850008984	0	No data	No data	No data	-1	-1
TNIK	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	1	1	1	0.9411749999999998	No data	-0.8563706563706563	-0.303680074852867	0	No data	No data	-0.1930150000000001	-1	0
CRCP	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0.4256749999999997	No data	0.6023166023166022	0	-1	No data	No data	No data	-1	-1
GRIP1	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.6498249999999999	No data	-0.7776061776061776	-0.914414462469087	0	No data	No data	0	0.5	0
EHHADH	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	-0.16635410921125204	-0.5360234195772728	0	No data	No data	0	0.75	-1
HOXA2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.7340449999999997	No data	-0.8591285162713734	-0.9163096330772188	0	No data	No data	0	-1	0
OR51E1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0.6540900000000001	No data	0.5578599007170435	-0.8447632000002109	0	No data	No data	0	0.5	0.5
NR2C1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.3781100000000002	No data	-0.4341974627688914	0	0	No data	No data	-0.05058000000000007	-1	-1
RBM26	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.8361449999999998	No data	-0.7740761169332597	No data	0	No data	No data	0	-1	-1
ZNF561	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	0.5363485934914507	-0.3074028175658705	0	No data	No data	-0.3467075000000001	-1	-1
FAF2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.8876399999999997	No data	-0.9047986762272476	-0.874932571014812	0	No data	No data	0	-1	-1
MRFAP1	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.21259999999999976	No data	-0.6869277440706012	No data	0	No data	No data	-0.625985	-1	-1
CDS1	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.7939250000000001	No data	-0.00551571980143406	0	0	No data	No data	-0.23535749999999994	-1	0
ZWILCH	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.035535000000000136	No data	0.16800882515168225	0	0	No data	No data	No data	0.5	-1
ENO3	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	1	0.8847949999999998	No data	0.36370656370656373	0	0	No data	No data	-0.5852525	0.75	-1
NDST4	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.7935800000000001	No data	-0.3298400441257584	0	0	No data	No data	-0.5412849999999999	No data	No data
EDA2R	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.006734999999999758	No data	No data	0	0	No data	No data	0	-1	0
USP17L9P	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRKAB2	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	1	1	0	0.8529400000000003	No data	-0.18279095421952563	-0.7038808726676579	0	255	No data	-0.24632250000000014	0.5	-1
LARGE1	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.887565	No data	-0.5596249310535024	-0.9136236854318813	0	No data	No data	-0.03769749999999998	0.5	0
IGKV3-7	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	1	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	-0.8922425	0.5	0.5
LDB2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0.8793550000000003	No data	-0.7569773855488141	No data	0	No data	No data	-0.4302949999999999	-1	0
TAMM41	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.0949550000000002	No data	0.20110314396028683	0	0	No data	No data	No data	-1	-1
PTPN5	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	1	1	0	0.30973499999999987	1	-0.5953667953667954	-0.11714988940104198	0	No data	No data	0	1	0
TBCA	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.6296300000000002	No data	0.18334252619966906	No data	-1	No data	No data	No data	-1	-1
MAST3	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	1	1	0	0.4097999999999999	No data	-0.7246552675124104	-0.011453818198359778	0	255	No data	-0.018187499999999978	0.5	-1
ACSF2	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	-0.21511307225592935	-0.05901705023956677	0	No data	No data	0	0.5	-1
DEPDC7	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.3542099999999998	No data	0.030226144511858788	No data	0	No data	No data	0	0.75	0
RSRP1	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	0.6250413678985107	No data	0	No data	No data	0	-1	0
RGS3	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0	No data	-0.4833976833976834	-0.05989725164884496	0	No data	No data	0	0.5	-1
SUCNR1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	1	1	0	0	No data	0.9939327082184226	-0.16131306872844392	0	No data	No data	0	1	0.5
NELL2	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	1	0	0	0	0.6997549999999997	No data	-0.6953116381687809	0	0	No data	No data	0	0.5	0
ENSG00000254051	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
INGX	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
KLHL4	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.3871850000000002	No data	No data	No data	0	No data	No data	-0.17827249999999992	0.5	0
RNASEH2B	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.0384599999999999	No data	0.6063982349696635	-0.8718373213472796	0	No data	No data	No data	0.5	-1
SLC9A5	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	1	1	0	0.765625	No data	-0.40353006067291786	0	0	No data	No data	0	0.75	0.5
KIAA0586	0.0014783194187388072	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	0	-0.8186884993762197	0	No data	No data	No data	-1	-1
SCRN1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.3961350000000003	No data	-0.5395477109762824	0	0	No data	No data	0	0.5	-1
