symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
SLC25A6	0.006447115242833132	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05302507512501362	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENC1	0.006447115242833132	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05302507512501362	No data	No data	No data	1	0	0	0	0	0.9660449999999997	No data	-0.49939327082184226	-0.2024466188616067	0	No data	No data	-0.36757249999999997	1	-1
SLC25A6	0.006447115242833132	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05302507512501362	No data	No data	No data	0	0	0	1	0	No data	No data	No data	No data	No data	No data	No data	-0.7986574999999998	-1	-1
AGTRAP	0.006436849135758557	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.052940640292012	No data	No data	No data	0	0	0	0	0	0	No data	-0.22581356867071156	-0.8350805365678182	0	No data	No data	No data	-1	-1
JCHAIN	0.006426583028683982	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05285620545901039	No data	No data	No data	0	1	0	0	0	0	No data	-0.0029784886927743948	-0.6699808458837014	0	No data	No data	No data	0.5	0
PTGDR2	0.006426583028683982	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05285620545901039	No data	No data	0.7	1	0	1	1	0	0	1	No data	-0.22064431575338495	0	No data	No data	0	0.5	0.5
MAK	0.006426583028683982	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05285620545901039	No data	No data	No data	1	0	1	1	0	0.17438500000000018	No data	-0.12851627137341426	0	0	No data	No data	0	1	0.5
RBM14	0.0064138530559115095	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.052751506266088384	No data	No data	No data	0	0	0	0	0	0.9177900000000001	No data	-0.9589630446773304	-0.5938851849848659	-1	No data	No data	0	-1	-1
DNAJB6	0.006395361492433918	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.052599420177094056	No data	No data	No data	0	0	0	0	0	0.2791400000000003	No data	-0.08317705460562608	-0.4037415508730993	0	No data	No data	0	-1	-1
STXBP1	0.00638274468630004	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	0.047176257257707355	No data	No data	0	0	0	0	0	0.8905700000000003	No data	-0.9945945945945946	-0.8271003233592916	0	No data	No data	-0.08670000000000008	0.5	-1
TRGC1	0.006361905656616183	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05232425862952011	No data	No data	No data	1	0	No data	No data	No data	No data	No data	No data	0	No data	No data	No data	-0.9277450000000002	0.75	0.5
CBX5	0.006354720279161956	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.052265161627999095	No data	No data	No data	0	0	0	1	0	0.8952899999999999	No data	-0.40220628792057367	-0.15502371573125923	0	No data	No data	-0.04450249999999993	0.5	-1
RAD52	0.006354720279161956	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.052265161627999095	No data	No data	No data	1	0	1	1	0	0	No data	0.3694429123000551	No data	0	255	No data	No data	-1	-1
DELEC1	0.006354720279161956	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.052265161627999095	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
DDX60	0.006352256413464058	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0522448972680787	No data	No data	No data	0	0	0	0	0	0	No data	-0.19205736348593494	No data	0	No data	No data	-0.13697499999999999	0.5	-1
SLC33A1	0.00635102448061511	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.052234765088118515	No data	No data	No data	0	0	0	1	0	0.6812399999999996	No data	-0.6268063982349696	-0.7319018136501854	0	No data	No data	0	-1	-1
CD5L	0.006345262889909991	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05218737819204618	No data	No data	No data	0	1	0	0	0	0	No data	0.3141753998896857	-0.15121865716796273	0	No data	No data	0	1	0.5
ARHGAP4	0.006332030436590568	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.052078546287400045	No data	No data	No data	0	0	0	0	0	0.06447999999999965	No data	No data	No data	0	No data	No data	0	0.5	-1
PGR-AS1	0.006322164148992196	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05199739981779254	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ITGA10	0.00630232146339531	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05183420126234147	No data	No data	No data	0	0	0	0	0	0.39159999999999967	No data	-0.23166023166023164	0	0	No data	No data	0	1	0
CDS2	0.006282857529639931	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.051674117796987794	No data	No data	No data	0	0	0	0	0	0.80899	No data	-0.042912300055157226	0	0	No data	No data	-0.2977525	-1	-1
PRB4	0.006282857529639931	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.051674117796987794	No data	No data	No data	0	1	No data	No data	No data	No data	No data	0.954219525648097	No data	0	No data	No data	-0.554655	1	0.5
MMP28	0.006282857529639931	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.051674117796987794	No data	No data	No data	0	1	0	0	0	0.24038499999999985	No data	0.48847214561500274	0	0	No data	No data	0	-1	0
EXOSC10	0.006282857529639931	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.051674117796987794	No data	No data	No data	0	0	0	0	1	0.36158	No data	-0.20121345835631554	No data	-1	No data	No data	0	-1	-1
SLC10A3	0.006282857529639931	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.051674117796987794	No data	No data	No data	0	0	0	0	0	0.25576500000000024	No data	No data	-0.011453818198359778	0	No data	No data	0	-1	-1
TRIM26	0.006282857529639931	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.051674117796987794	No data	No data	No data	0	0	0	0	0	0.4434150000000002	No data	-0.6452289023717594	No data	0	No data	No data	0	-1	-1
ZIC2	0.006282857529639931	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.051674117796987794	No data	No data	No data	0	0	0	0	0	0.906015	No data	-0.6668505239933811	-0.9634839736444939	0	No data	No data	-0.11654249999999991	1	0.5
TGDS	0.006282857529639931	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.051674117796987794	No data	No data	No data	0	0	0	0	0	0.5571449999999999	No data	0.3680088251516822	-0.8830249030007639	0	No data	No data	0	-1	-1
TRIT1	0.006266932492930984	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05154314041624386	No data	No data	No data	0	0	0	0	0	0.46467000000000025	No data	0.06640926640926637	-0.7609910359441496	0	No data	No data	No data	-1	-1
GSTZ1	0.006262325315490781	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05150524813098457	No data	No data	No data	0	0	0	0	0	0.2592599999999997	No data	0.5525648097076667	-0.9298728123668784	0	No data	No data	0	1	-1
MAFK	0.006262325315490781	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05150524813098457	No data	No data	No data	0	0	1	1	0	0.9038449999999998	No data	0.008825151682294585	No data	0	255	No data	-0.4070525	-1	-1
IL13RA1	0.006262325315490781	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05150524813098457	No data	No data	0.7	0	0	0	0	0	0	No data	No data	-0.24205473510281073	0	No data	No data	0	-1	-1
TBC1D19	0.006262325315490781	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05150524813098457	No data	No data	No data	0	0	0	0	0	0.8669199999999997	No data	-0.48273579702151126	No data	0	No data	No data	No data	-1	-1
IGSF9	0.006262325315490781	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05150524813098457	No data	No data	No data	1	0	0	0	0	0.38931499999999986	No data	-0.08571428571428574	0	0	No data	No data	0	0.5	0
PER2	0.0062537690623042505	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05143487619703957	No data	No data	No data	0	0	1	1	0	0	No data	-0.47777164920022064	-0.9090099318156288	0	No data	No data	0	-1	-1
APRT	0.0062478092832679195	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.051385859277188285	No data	No data	No data	0	0	0	1	1	0.13888999999999996	No data	0.8409266409266409	-0.8727533702929693	0	No data	No data	No data	-1	-1
TPD52	0.006225656457119512	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05120366069278165	No data	No data	No data	0	0	0	0	0	0.25120999999999966	No data	-0.24037506894649752	No data	0	No data	No data	0	0.5	-1
STEAP1	0.00622269814218292	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05117932967559834	No data	No data	0.1	1	0	0	0	0	0.10029499999999984	No data	0.1567567567567567	No data	0	No data	No data	-0.29940999999999995	0.5	0
PRIMA1	0.0062189928135701344	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04914107280693938	0.008031127790417036	No data	No data	1	0	0	0	0	0.5751649999999998	No data	0.15576392719249865	No data	0	No data	No data	No data	0.5	0
DPP6	0.006213663967957295	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05110502702255692	No data	No data	No data	1	0	0	0	1	0.612715	No data	-0.36569222283507996	-0.1250770947412433	No data	255	No data	0	0.5	0
SHBG	0.006192720212027186	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05093277258165352	No data	No data	No data	0	1	1	1	1	0	0	0.2247104247104248	No data	0	No data	No data	0	1	0.5
OTOR	0.0061900393509424145	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05091072351706177	No data	No data	No data	0	1	0	0	0	0.33594000000000007	No data	0.7918367346938775	No data	0	No data	No data	0	No data	No data
ENSG00000293615	0.0061900393509424145	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05091072351706177	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PAFAH1B1	0.006187998700270856	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.050893939940052875	No data	No data	No data	0	0	0	0	0	0.9878050000000002	No data	-0.9944842801985659	-0.8851737075483348	-1	No data	No data	0	-1	-1
NCAPG	0.00618431522066076	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0444267850579056	0.02574743864337756	No data	No data	0	0	0	0	0	0.10345000000000013	No data	-0.47633756205184774	No data	-1	No data	No data	No data	0.5	0.5
PSMA7	0.0061816337138846204	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.050841590343591876	No data	No data	1	0	0	1	1	0	0.9395150000000001	No data	-0.8308880308880309	No data	-1	No data	No data	-0.6068549999999998	0.5	-1
BATF	0.006176157292820463	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05079654885954736	No data	No data	No data	0	0	0	0	0	0.8	No data	-0.3812465526751241	0	0	No data	No data	0	0.5	0
LYST	0.006162919574977622	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04137306817079087	0.03725842194161605	No data	No data	1	0	0	0	0	0.26598499999999986	No data	-0.6827357970215113	-0.7408989339888313	0	No data	No data	0	0.5	-1
PRPS2	0.006146934271972556	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.050556200608046414	No data	No data	No data	0	0	0	0	0	0.9371049999999996	No data	No data	0	0	No data	No data	-0.882075	0.5	-1
ZAP70	0.006137374221649845	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.050477572823763486	No data	No data	No data	1	0	1	1	1	0.6768999999999998	No data	-0.5399889685603971	-0.22065157412402003	0	255	No data	0	0.5	0
CBLIF	0.006128817555488566	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05040719749325798	No data	No data	No data	0	1	0	0	0	0.08873000000000034	No data	-0.17837837837837833	-0.7924806044041268	0	No data	No data	0	1	1
RRAD	0.006126402057823406	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.050387330942043194	No data	No data	No data	1	0	0	0	0	0.626625	No data	0.27468284611141747	-0.8030489646848451	0	No data	No data	0	0.75	-1
ENPP1	0.0061188051385882205	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05032484916562199	No data	No data	No data	1	1	1	1	0	0	No data	-0.3964699393270822	-0.9712997410684234	0	No data	No data	0	0.5	0
ST14	0.0061188051385882205	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05032484916562199	No data	No data	No data	0	0	1	1	0	0.09356500000000026	0	-0.5817981246552675	-0.8862017040069742	0	No data	No data	0	0.5	0
MAT1A	0.006111002897211545	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05026067869254077	No data	No data	No data	0	0	0	0	1	0.8227849999999997	No data	-0.499834528405957	-0.7808354733124531	0	No data	No data	-0.6075949999999999	1	0.5
MFAP1	0.0061088116304112506	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05024265635505678	No data	No data	No data	0	0	0	0	0	0.9772199999999998	No data	-0.7815774958632101	No data	-1	No data	No data	No data	-1	-1
CRAT	0.006105869843674255	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05021846127603996	No data	No data	No data	0	0	0	0	0	0.5447299999999998	No data	0.25030336458907887	0	0	No data	No data	0	0.5	-1
PAGE2B	0.006098067602297579	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05015429080295874	No data	No data	No data	No data	No data	0	0	0	No data	No data	No data	No data	No data	No data	No data	-0.8423425000000002	1	0.5
HSP90AA2P	0.006098067602297579	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05015429080295874	No data	No data	No data	0	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ELF5	0.006098067602297579	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05015429080295874	No data	No data	No data	0	0	0	0	0	0.72549	No data	0.17308328736900158	No data	0	No data	No data	0	0.75	0
B4GALT2	0.006098067602297579	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05015429080295874	No data	No data	No data	0	0	0	0	0	0.5967750000000003	No data	-0.3066740209597353	-0.25767191728889277	0	No data	No data	0	-1	-1
OGFR	0.006098067602297579	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05015429080295874	No data	No data	No data	0	0	0	0	0	0	No data	0.027578599007170412	No data	0	No data	No data	0	-1	-1
FBN2	0.006098067602297579	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05015429080295874	No data	No data	No data	0	1	0	0	0	0.8162750000000003	No data	-0.8769994484280199	-0.9129901742776292	0	No data	No data	-0.19041999999999995	1	0.5
CDYL2	0.006098067602297579	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05015429080295874	No data	No data	No data	0	0	1	1	0	0.5750999999999997	No data	-0.41842250413678983	-0.1165157129738259	0	No data	No data	0	0.5	0
PSMC3	0.006098067602297579	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05015429080295874	No data	No data	1	0	0	1	0	0	0.9658299999999997	No data	-0.8445670159955874	-0.2968332104456023	-1	No data	No data	0	-1	-1
PGRMC1	0.006098067602297579	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05015429080295874	No data	No data	No data	0	1	0	1	0	0.7692300000000003	No data	No data	-0.8022767961646701	0	No data	No data	0	0.5	-1
ZNF77	0.006098067602297579	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05015429080295874	No data	No data	No data	0	0	0	0	0	0	No data	0.7664644236072808	No data	0	No data	No data	0	-1	-1
DSC1	0.006084105696676157	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.050039459430076545	No data	No data	No data	1	0	0	0	0	0.08277500000000018	No data	-0.030777716492002227	-0.07513145329134385	0	No data	No data	0	1	0.5
MB	0.006079861208460947	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05000455012599221	No data	No data	No data	0	0	1	1	0	0.1883099999999999	No data	0.12211803640375063	-0.9379396090213595	0	No data	No data	0	0.75	0
RHOQ	0.006077535388148429	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04998542113695551	No data	No data	No data	0	0	0	0	0	0.9756100000000003	No data	-0.7134031991174848	No data	-1	No data	No data	-0.42683	0.5	-1
HMCN1	0.006073120845118373	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0421329816678054	0.03126452611511047	No data	No data	0	1	0	0	0	0.3655700000000003	No data	-0.640595697738555	-0.5726934850965706	0	No data	No data	0	0.75	0
CLSTN1	0.006068980409725842	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.049915059687459955	No data	No data	No data	0	0	0	0	0	0.6228349999999999	No data	-0.8521787093215665	0	0	No data	No data	0	-1	-1
MYOZ2	0.006062410101198112	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04986102139433892	No data	No data	No data	0	0	0	0	0	0.4128799999999998	No data	0.12057363485934913	-0.8920182130727835	0	No data	No data	0	0.5	0.5
ITPRID2	0.006062410101198112	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04986102139433892	No data	No data	No data	1	0	0	0	0	0.08657499999999985	No data	-0.5226696083838941	-0.8064502374802135	0	No data	No data	0	0.5	-1
FANCL	0.006060719562752157	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.045594809820871586	0.017009230146353947	No data	No data	0	0	0	0	0	0	No data	0.6423607280750139	-0.7308146592159648	0	No data	No data	No data	-1	-1
EIF3C	0.006044273201226807	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04971185227803029	No data	No data	No data	0	0	0	0	0	0.8357050000000001	No data	-0.37286265857694434	-0.37859810784333564	No data	No data	No data	-1	-1	-1
KRT4	0.006037908214840569	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04965950268156928	No data	No data	No data	0	0	0	0	0	0.07692499999999995	No data	0.21533370104798677	-0.4733656548013995	0	No data	No data	-0.23077000000000006	1	0
EXOSC9	0.006037908214840569	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04965950268156928	No data	No data	No data	0	0	0	0	0	0.6241450000000001	No data	0.26839492553778266	0	-1	No data	No data	0	-1	-1
TPM1	0.006023740987077655	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.049542982612027046	No data	No data	No data	0	0	0	0	0	0.5774650000000001	No data	-0.3553226696083839	-0.9036168543096584	0	No data	No data	-0.7799299999999999	0.5	-1
BCAM	0.006001976840079557	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04936398076606364	No data	No data	No data	0	0	0	0	0	0	No data	0.2338665195808054	-0.5305768363163179	0	No data	No data	0	0.5	-1
PDK4	0.005992314128686099	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04928450863345068	No data	No data	0.7	0	0	1	1	1	0.6472000000000001	No data	0.4463320463320464	-0.705296167035124	0	255	No data	-0.13017000000000004	0.5	-1
GAGE1	0.0059859491422998646	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.049232159036989694	No data	No data	No data	1	0	0	0	0	No data	No data	No data	No data	No data	No data	No data	-0.9572649999999999	0.5	1
REXO2	0.005985140424477256	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04922550763994099	No data	No data	No data	0	0	0	0	0	0.7046399999999998	No data	0.5260893546607832	-0.20407843677721527	0	No data	No data	No data	-1	-1
P3H2	0.005982750204068797	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04686133231589579	0.009378066674679558	No data	No data	0	0	0	0	0	0.4491500000000002	No data	0.4525096525096526	-0.7101982017273047	0	No data	No data	0	-1	0
FABP6	0.005967277398167492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04907859103051817	No data	No data	No data	0	0	0	1	1	0	No data	0.5820187534473249	-0.7013752161918202	0	No data	No data	0	1	0
MEIS1	0.005967277398167492	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04907859103051817	No data	No data	No data	0	0	1	0	0	0.8589750000000003	No data	-0.9378929950358522	-0.9324446646794637	0	No data	No data	-0.6089749999999998	-1	-1
PDXK	0.005967277398167492	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04907859103051817	No data	No data	No data	0	0	1	1	1	0.2307699999999997	No data	-0.5724214009928296	-0.022023425318627998	0	No data	No data	No data	0.5	-1
CACUL1	0.005960912411781258	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04902624143405718	No data	No data	No data	0	0	0	0	0	0.7018949999999997	No data	-0.5141753998896856	No data	0	No data	No data	0	-1	-1
OLFM4	0.00595577935824397	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.048984024017556374	No data	No data	No data	1	1	0	0	0	0	No data	0.33800330943188084	-0.1973021442123321	0	No data	No data	0	0.5	0
PER3	0.005954342103253529	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04897220314093614	No data	No data	No data	0	0	0	0	0	0	No data	0.07049089906232764	-0.1250770947412433	0	No data	No data	0	-1	0
OTC	0.005954342103253529	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04897220314093614	No data	No data	No data	0	0	0	1	1	0.63277	No data	No data	-0.9258734384964751	0	No data	No data	0	0.75	0.5
BANP	0.005941612130481056	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04886750394801413	No data	No data	No data	0	0	0	0	0	0.5566049999999997	No data	-0.8839492553778268	0	-1	No data	No data	No data	-1	-1
CLEC6A	0.0059307174862386495	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.048777899635441	No data	No data	No data	1	0	0	0	0	0	No data	0.4757859900717043	-0.628795164107242	0	No data	No data	0	0.5	0.5
NKX2-2	0.005924352499852414	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.048725550038980006	No data	No data	No data	0	0	0	0	0	0.9084249999999997	No data	-0.5182570325427469	-0.8414221302843513	0	No data	No data	0	1	0.5
LGI4	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	1	0	0	0	0.4227200000000003	No data	0.45979040264754545	-0.8566902182343935	0	No data	No data	0	-1	0
HLA-DQB1-AS1	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PARD6A	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	1	0	0	0	0	0.6521749999999997	No data	0.6976282404853833	0	0	No data	No data	0	0.5	0
ERP44	0.005913277674955229	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	0	0	0	0.6551699999999997	No data	-0.2599007170435742	0	0	No data	No data	0	-1	-1
SPP2	0.005913277674955229	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	1	0	0	0	0	No data	0.7714285714285714	No data	0	No data	No data	No data	1	1
